time_ps,active_channel,aout_active,expected_out
332618,0,0.000000,0.000000
334944,0,0.000000,0.000000
337270,0,0.000000,0.000000
339596,0,0.000000,0.000000
341922,0,0.000000,0.000000
344248,0,0.000000,0.000000
346574,0,0.000000,0.000000
348900,0,0.000000,0.000000
351226,0,0.000000,0.000000
353552,0,0.000000,0.000000
355878,0,0.000000,0.000000
358204,0,0.000000,0.000000
360530,0,0.000000,0.000000
362856,0,0.000000,0.000000
365182,0,0.000000,0.000000
367508,0,0.000000,0.000000
369834,0,0.000000,0.000000
372160,0,0.000000,0.000000
374486,0,0.000000,0.000000
376812,0,0.000000,0.000000
379138,0,0.000000,0.000000
381464,0,0.000000,0.000000
383790,0,0.000000,0.000000
386116,0,0.000000,0.000000
388442,0,0.000000,0.000000
390768,0,0.000000,0.000000
393094,0,0.000000,0.000000
395420,0,0.000000,0.000000
397746,0,0.000000,0.000000
400072,0,0.000000,0.000000
402398,0,0.000000,0.000000
404724,0,0.000000,0.000000
407050,0,0.000000,0.000000
409376,0,0.000000,0.000000
411702,0,0.000000,0.000000
414028,0,0.000000,0.000000
416354,0,0.000000,0.000000
418680,0,0.000000,0.000000
421006,0,0.000000,0.000000
423332,0,0.000000,0.000000
425658,0,0.000000,0.000000
427984,0,0.000000,0.000000
430310,0,0.000000,0.000000
432636,0,0.000000,0.000000
434962,0,0.000000,0.000000
437288,0,0.000000,0.000000
439614,0,0.000000,0.000000
441940,0,0.000000,0.000000
444266,0,0.000000,0.000000
446592,0,0.000000,0.000000
448918,0,0.000000,0.000000
451244,0,0.000000,0.000000
453570,0,0.000000,0.000000
455896,0,0.000000,0.000000
458222,0,0.000000,0.000000
460548,0,0.000000,0.000000
462874,0,0.000000,0.000000
465200,0,0.000000,0.000000
467526,0,0.000000,0.000000
469852,0,0.000000,0.000000
472178,0,0.000000,0.000000
474504,0,0.000000,0.000000
476830,0,0.000000,0.000000
479156,0,0.000000,0.000000
481482,0,0.000000,0.000000
483808,0,0.000000,0.000000
486134,0,0.000000,0.000000
488460,0,0.000000,0.000000
490786,0,0.000000,0.000000
493112,0,0.000000,0.000000
495438,0,0.000000,0.000000
497764,0,0.000000,0.000000
500090,0,0.000000,0.000000
502416,0,0.000000,0.000000
504742,0,0.000000,0.000000
507068,0,0.000000,0.000000
509394,0,0.000000,0.000000
511720,0,0.000000,0.000000
514046,0,0.000000,0.000000
516372,0,0.000000,0.000000
518698,0,0.000000,0.000000
521024,0,0.000000,0.000000
523350,0,0.000000,0.000000
525676,0,0.000000,0.000000
528002,0,0.000000,0.000000
530328,0,0.000000,0.000000
532654,0,0.000000,0.000000
534980,0,0.000000,0.000000
537306,0,0.000000,0.000000
539632,0,0.000000,0.000000
541958,0,0.000000,0.000000
544284,0,0.000000,0.000000
546610,0,0.000000,0.000000
548936,0,0.000000,0.000000
551262,0,0.000000,0.000000
553588,0,0.000000,0.000000
555914,0,0.000000,0.000000
558240,0,0.000000,0.000000
560566,0,0.000000,0.000000
562892,0,0.000000,0.000000
565218,0,0.000000,0.000000
567544,0,0.000000,0.000000
569870,0,0.000000,0.000000
572196,0,0.000000,0.000000
574522,0,0.000000,0.000000
576848,0,0.000000,0.000000
579174,0,0.000000,0.000000
581500,0,0.000000,0.000000
583826,0,0.000000,0.000000
586152,0,0.000000,0.000000
588478,0,0.000000,0.000000
590804,0,0.000000,0.000000
593130,0,0.000000,0.000000
595456,0,0.000000,0.000000
597782,0,0.000000,0.000000
600108,0,0.000000,0.000000
602434,0,0.000000,0.000000
604760,0,0.000000,0.000000
607086,0,0.000000,0.000000
609412,0,0.000000,0.000000
611738,0,0.000000,0.000000
614064,0,0.000000,0.000000
616390,0,0.000000,0.000000
618716,0,0.000000,0.000000
621042,0,0.000000,0.000000
623368,0,0.000000,0.000000
625694,0,0.000000,0.000000
628020,0,0.000000,0.000000
630346,0,0.000000,0.000000
632672,0,0.000000,0.000000
634998,0,0.000000,0.000000
637324,0,0.000000,0.000000
639650,0,0.000000,0.000000
641976,0,0.000000,0.000000
644302,0,0.000000,0.000000
646628,0,0.000000,0.000000
648954,0,0.000000,0.000000
651280,0,0.000000,0.000000
653606,0,0.000000,0.000000
655932,0,0.000000,0.000000
658258,0,0.000000,0.000000
660584,0,0.000000,0.000000
662910,0,0.000000,0.000000
665236,0,0.000000,0.000000
667562,0,0.000000,0.000000
669888,0,0.000000,0.000000
672214,0,0.000000,0.000000
674540,0,0.000000,0.000000
676866,0,0.000000,0.000000
679192,0,0.000000,0.000000
681518,0,0.000000,0.000000
683844,0,0.000000,0.000000
686170,0,0.000000,0.000000
688496,0,0.000000,0.000000
690822,0,0.000000,0.000000
693148,0,0.000000,0.000000
695474,0,0.000000,0.000000
697800,0,0.000000,0.000000
700126,0,0.000000,0.000000
702452,0,0.000000,0.000000
704778,0,0.000000,0.000000
707104,0,0.000000,0.000000
709430,0,0.000000,0.000000
711756,0,0.000000,0.000000
714082,0,0.000000,0.000000
716408,0,0.000000,0.000000
718734,0,0.000000,0.000000
721060,0,0.000000,0.000000
723386,0,0.000000,0.000000
725712,0,0.000000,0.000000
728038,0,0.000000,0.000000
730364,0,0.000000,0.000000
732690,0,0.000000,0.000000
735016,0,0.000000,0.000000
737342,0,0.000000,0.000000
739668,0,0.000000,0.000000
741994,0,0.000000,0.000000
744320,0,0.000000,0.000000
746646,0,0.000000,0.000000
748972,0,0.000000,0.000000
751298,0,0.000000,0.000000
753624,0,0.000000,0.000000
755950,0,0.000000,0.000000
758276,0,0.000000,0.000000
760602,0,0.000000,0.000000
762928,0,0.000000,0.000000
765254,0,0.000000,0.000000
767580,0,0.000000,0.000000
769906,0,0.000000,0.000000
772232,0,0.000000,0.000000
774558,0,0.000000,0.000000
776884,0,0.000000,0.000000
779210,0,0.000000,0.000000
781536,0,0.000000,0.000000
783862,0,0.000000,0.000000
786188,0,0.000000,0.000000
788514,0,0.000000,0.000000
790840,0,0.000000,0.000000
793166,0,0.000000,0.000000
795492,0,0.000000,0.000000
797818,0,0.000000,0.000000
800144,0,0.000000,0.000000
802470,0,0.000000,0.000000
804796,0,0.000000,0.000000
807122,0,0.000000,0.000000
809448,0,0.000000,0.000000
811774,0,0.000000,0.000000
814100,0,0.000000,0.000000
816426,0,0.000000,0.000000
818752,0,0.000000,0.000000
821078,0,0.000000,0.000000
823404,0,0.000000,0.000000
825730,0,0.000000,0.000000
828056,0,0.000000,0.000000
830382,0,0.000000,0.000000
832708,0,0.000000,0.000000
835034,0,0.000000,0.000000
837360,0,0.000000,0.000000
839686,0,0.000000,0.000000
842012,0,0.000000,0.000000
844338,0,0.000000,0.000000
846664,0,0.000000,0.000000
848990,0,0.000000,0.000000
851316,0,0.000000,0.000000
853642,0,0.000000,0.000000
855968,0,0.000000,0.000000
858294,0,0.000000,0.000000
860620,0,0.000000,0.000000
862946,0,0.000000,0.000000
865272,0,0.000000,0.000000
867598,0,0.000000,0.000000
869924,0,0.000000,0.000000
872250,0,0.000000,0.000000
874576,0,0.000000,0.000000
876902,0,0.000000,0.000000
879228,0,0.000000,0.000000
881554,0,0.000000,0.000000
883880,0,0.000000,0.000000
886206,0,0.000000,0.000000
888532,0,0.000000,0.000000
890858,0,0.000000,0.000000
893184,0,0.000000,0.000000
895510,0,0.000000,0.000000
897836,0,0.000000,0.000000
900162,0,0.000000,0.000000
902488,0,0.000000,0.000000
904814,0,0.000000,0.000000
907140,0,0.000000,0.000000
909466,0,0.000000,0.000000
911792,0,0.000000,0.000000
914118,0,0.000000,0.000000
916444,0,0.000000,0.000000
918770,0,0.000000,0.000000
921096,0,0.000000,0.000000
923422,0,0.000000,0.000000
925748,0,0.000000,0.000000
928074,0,0.000000,0.000000
930400,0,0.000000,0.000000
932726,0,0.000000,0.000000
935052,0,0.000000,0.000000
937378,0,0.000000,0.000000
939704,0,0.000000,0.000000
942030,0,0.000000,0.000000
944356,0,0.000000,0.000000
946682,0,0.000000,0.000000
949008,0,0.000000,0.000000
951334,0,0.000000,0.000000
953660,0,0.000000,0.000000
955986,0,0.000000,0.000000
958312,0,0.000000,0.000000
960638,0,0.000000,0.000000
962964,0,0.000000,0.000000
965290,0,0.000000,0.000000
967616,0,0.000000,0.000000
969942,0,0.000000,0.000000
972268,0,0.000000,0.000000
974594,0,0.000000,0.000000
976920,0,0.000000,0.000000
979246,0,0.000000,0.000000
981572,0,0.000000,0.000000
983898,0,0.000000,0.000000
986224,0,0.000000,0.000000
988550,0,0.000000,0.000000
990876,0,0.000000,0.000000
993202,0,0.000000,0.000000
995528,0,0.000000,0.000000
997854,0,0.000000,0.000000
1000180,0,0.000000,0.000000
1002506,0,0.000000,0.000000
1004832,0,0.000000,0.000000
1007158,0,0.000000,0.000000
1009484,0,0.000000,0.000000
1011810,0,0.000000,0.000000
1014136,0,0.000000,0.000000
1016462,0,0.000000,0.000000
1018788,0,0.000000,0.000000
1021114,0,0.000000,0.000000
1023440,0,0.000000,0.000000
1025766,0,0.000000,0.000000
1028092,0,0.000000,0.000000
1030418,0,0.000000,0.000000
1032744,0,0.000000,0.000000
1035070,0,0.000000,0.000000
1037396,0,0.000000,0.000000
1039722,0,0.000000,0.000000
1042048,0,0.000000,0.000000
1044374,0,0.000000,0.000000
1046700,0,0.000000,0.000000
1049026,0,0.000000,0.000000
1051352,0,0.000000,0.000000
1053678,0,0.000000,0.000000
1056004,0,0.000000,0.000000
1058330,0,0.000000,0.000000
1060656,0,0.000000,0.000000
1062982,0,0.000000,0.000000
1065308,0,0.000000,0.000000
1067634,0,0.000000,0.000000
1069960,0,0.000000,0.000000
1072286,0,0.000000,0.000000
1074612,0,0.000000,0.000000
1076938,0,0.000000,0.000000
1079264,0,0.000000,0.000000
1081590,0,0.000000,0.000000
1083916,0,0.000000,0.000000
1086242,0,0.000000,0.000000
1088568,0,0.000000,0.000000
1090894,0,0.000000,0.000000
1093220,0,0.000000,0.000000
1095546,0,0.000000,0.000000
1097872,0,0.000000,0.000000
1100198,0,0.000000,0.000000
1102524,0,0.000000,0.000000
1104850,0,0.000000,0.000000
1107176,0,0.000000,0.000000
1109502,0,0.000000,0.000000
1111828,0,0.000000,0.000000
1114154,0,0.000000,0.000000
1116480,0,0.000000,0.000000
1118806,0,0.000000,0.000000
1121132,0,0.000000,0.000000
1123458,0,0.000000,0.000000
1125784,0,0.000000,0.000000
1128110,0,0.000000,0.000000
1130436,0,0.000000,0.000000
1132762,0,0.000000,0.000000
1135088,0,0.000000,0.000000
1137414,0,0.000000,0.000000
1139740,0,0.000000,0.000000
1142066,0,0.000000,0.000000
1144392,0,0.000000,0.000000
1146718,0,0.000000,0.000000
1149044,0,0.000000,0.000000
1151370,0,0.000000,0.000000
1153696,0,0.000000,0.000000
1156022,0,0.000000,0.000000
1158348,0,0.000000,0.000000
1160674,0,0.000000,0.000000
1163000,0,0.000000,0.000000
1165326,0,0.000000,0.000000
1167652,0,0.000000,0.000000
1169978,0,0.000000,0.000000
1172304,0,0.000000,0.000000
1174630,0,0.000000,0.000000
1176956,0,0.000000,0.000000
1179282,0,0.000000,0.000000
1181608,0,0.000000,0.000000
1183934,0,0.000000,0.000000
1186260,0,0.000000,0.000000
1188586,0,0.000000,0.000000
1190912,0,0.000000,0.000000
1193238,0,0.000000,0.000000
1195564,0,0.000000,0.000000
1197890,0,0.000000,0.000000
1200216,0,0.000000,0.000000
1202542,0,0.000000,0.000000
1204868,0,0.000000,0.000000
1207194,0,0.000000,0.000000
1209520,0,0.000000,0.000000
1211846,0,0.000000,0.000000
1214172,0,0.000000,0.000000
1216498,0,0.000000,0.000000
1218824,0,0.000000,0.000000
1221150,0,0.000000,0.000000
1223476,0,0.000000,0.000000
1225802,0,0.000000,0.000000
1228128,0,0.000000,0.000000
1230454,0,0.000000,0.000000
1232780,0,0.000000,0.000000
1235106,0,0.000000,0.000000
1237432,0,0.000000,0.000000
1239758,0,0.000000,0.000000
1242084,0,0.000000,0.000000
1244410,0,0.000000,0.000000
1246736,0,0.000000,0.000000
1249062,0,0.000000,0.000000
1251388,0,0.000000,0.000000
1253714,0,0.000000,0.000000
1256040,0,0.000000,0.000000
1258366,0,0.000000,0.000000
1260692,0,0.000000,0.000000
1263018,0,0.000000,0.000000
1265344,0,0.000000,0.000000
1267670,0,0.000000,0.000000
1269996,0,0.000000,0.000000
1272322,0,0.000000,0.000000
1274648,0,0.000000,0.000000
1276974,0,0.000000,0.000000
1279300,0,0.000000,0.000000
1281626,0,0.000000,0.000000
1283952,0,0.000000,0.000000
1286278,0,0.000000,0.000000
1288604,0,0.000000,0.000000
1290930,0,0.000000,0.000000
1293256,0,0.000000,0.000000
1295582,0,0.000000,0.000000
1297908,0,0.000000,0.000000
1300234,0,0.000000,0.000000
1302560,0,0.000000,0.000000
1304886,0,0.000000,0.000000
1307212,0,0.000000,0.000000
1309538,0,0.000000,0.000000
1311864,0,0.000000,0.000000
1314190,0,0.000000,0.000000
1316516,0,0.000000,0.000000
1318842,0,0.000000,0.000000
1321168,0,0.000000,0.000000
1323494,0,0.000000,0.000000
1325820,0,0.000000,0.000000
1328146,0,0.000000,0.000000
1330472,0,0.000000,0.000000
1332798,0,0.000000,0.000000
1335124,0,0.000000,0.000000
1337450,0,0.000000,0.000000
1339776,0,0.000000,0.000000
1342102,0,0.000000,0.000000
1344428,0,0.000000,0.000000
1346754,0,0.000000,0.000000
1349080,0,0.000000,0.000000
1351406,0,0.000000,0.000000
1353732,0,0.000000,0.000000
1356058,0,0.000000,0.000000
1358384,0,0.000000,0.000000
1360710,0,0.000000,0.000000
1363036,0,0.000000,0.000000
1365362,0,0.000000,0.000000
1367688,0,0.000000,0.000000
1370014,0,0.000000,0.000000
1372340,0,0.000000,0.000000
1374666,0,0.000000,0.000000
1376992,0,0.000000,0.000000
1379318,0,0.000000,0.000000
1381644,0,0.000000,0.000000
1383970,0,0.000000,0.000000
1386296,0,0.000000,0.000000
1388622,0,0.000000,0.000000
1390948,0,0.000000,0.000000
1393274,0,0.000000,0.000000
1395600,0,0.000000,0.000000
1397926,0,0.000000,0.000000
1400252,0,0.000000,0.000000
1402578,0,0.000000,0.000000
1404904,0,0.000000,0.000000
1407230,0,0.000000,0.000000
1409556,0,0.000000,0.000000
1411882,0,0.000000,0.000000
1414208,0,0.000000,0.000000
1416534,0,0.000000,0.000000
1418860,0,0.000000,0.000000
1421186,0,0.000000,0.000000
1423512,0,0.000000,0.000000
1425838,0,0.000000,0.000000
1428164,0,0.000000,0.000000
1430490,0,0.000000,0.000000
1432816,0,0.000000,0.000000
1435142,0,0.000000,0.000000
1437468,0,0.000000,0.000000
1439794,0,0.000000,0.000000
1442120,0,0.000000,0.000000
1444446,0,0.000000,0.000000
1446772,0,0.000000,0.000000
1449098,0,0.000000,0.000000
1451424,0,0.000000,0.000000
1453750,0,0.000000,0.000000
1456076,0,0.000000,0.000000
1458402,0,0.000000,0.000000
1460728,0,0.000000,0.000000
1463054,0,0.000000,0.000000
1465380,0,0.000000,0.000000
1467706,0,0.000000,0.000000
1470032,0,0.000000,0.000000
1472358,0,0.000000,0.000000
1474684,0,0.000000,0.000000
1477010,0,0.000000,0.000000
1479336,0,0.000000,0.000000
1481662,0,0.000000,0.000000
1483988,0,0.000000,0.000000
1486314,0,0.000000,0.000000
1488640,0,0.000000,0.000000
1490966,0,0.000000,0.000000
1493292,0,0.000000,0.000000
1495618,0,0.000000,0.000000
1497944,0,0.000000,0.000000
1500270,0,0.000000,0.000000
1502596,0,0.000000,0.000000
1504922,0,0.000000,0.000000
1507248,0,0.000000,0.000000
1509574,0,0.000000,0.000000
1511900,0,0.000000,0.000000
1514226,0,0.000000,0.000000
1516552,0,0.000000,0.000000
1518878,0,0.000000,0.000000
1521204,0,0.000000,0.000000
1523530,0,0.000000,0.000000
1525856,0,0.000000,0.000000
1528182,0,0.000000,0.000000
1530508,0,0.000000,0.000000
1532834,0,0.000000,0.000000
1535160,0,0.000000,0.000000
1537486,0,0.000000,0.000000
1539812,0,0.000000,0.000000
1542138,0,0.000000,0.000000
1544464,0,0.000000,0.000000
1546790,0,0.000000,0.000000
1549116,0,0.000000,0.000000
1551442,0,0.000000,0.000000
1553768,0,0.000000,0.000000
1556094,0,0.000000,0.000000
1558420,0,0.000000,0.000000
1560746,0,0.000000,0.000000
1563072,0,0.000000,0.000000
1565398,0,0.000000,0.000000
1567724,0,0.000000,0.000000
1570050,0,0.000000,0.000000
1572376,0,0.000000,0.000000
1574702,0,0.000000,0.000000
1577028,0,0.000000,0.000000
1579354,0,0.000000,0.000000
1581680,0,0.000000,0.000000
1584006,0,0.000000,0.000000
1586332,0,0.000000,0.000000
1588658,0,0.000000,0.000000
1590984,0,0.000000,0.000000
1593310,0,0.000000,0.000000
1595636,0,0.000000,0.000000
1597962,0,0.000000,0.000000
1600288,0,0.000000,0.000000
1602614,0,0.000000,0.000000
1604940,0,0.000000,0.000000
1607266,0,0.000000,0.000000
1609592,0,0.000000,0.000000
1611918,0,0.000000,0.000000
1614244,0,0.000000,0.000000
1616570,0,0.000000,0.000000
1618896,0,0.000000,0.000000
1621222,0,0.000000,0.000000
1623548,0,0.000000,0.000000
1625874,0,0.000000,0.000000
1628200,0,0.000000,0.000000
1630526,0,0.000000,0.000000
1632852,0,0.000000,0.000000
1635178,0,0.000000,0.000000
1637504,0,0.000000,0.000000
1639830,0,0.000000,0.000000
1642156,0,0.000000,0.000000
1644482,0,0.000000,0.000000
1646808,0,0.000000,0.000000
1649134,0,0.000000,0.000000
1651460,0,0.000000,0.000000
1653786,0,0.000000,0.000000
1656112,0,0.000000,0.000000
1658438,0,0.000000,0.000000
1660764,0,0.000000,0.000000
1663090,0,0.000000,0.000000
1665416,0,0.000000,0.000000
1667742,0,0.000000,0.000000
1670068,0,0.000000,0.000000
1672394,0,0.000000,0.000000
1674720,0,0.000000,0.000000
1677046,0,0.000000,0.000000
1679372,0,0.000000,0.000000
1681698,0,0.000000,0.000000
1684024,0,0.000000,0.000000
1686350,0,0.000000,0.000000
1688676,0,0.000000,0.000000
1691002,0,0.000000,0.000000
1693328,0,0.000000,0.000000
1695654,0,0.000000,0.000000
1697980,0,0.000000,0.000000
1700306,0,0.000000,0.000000
1702632,0,0.000000,0.000000
1704958,0,0.000000,0.000000
1707284,0,0.000000,0.000000
1709610,0,0.000000,0.000000
1711936,0,0.000000,0.000000
1714262,0,0.000000,0.000000
1716588,0,0.000000,0.000000
1718914,0,0.000000,0.000000
1721240,0,0.000000,0.000000
1723566,0,0.000000,0.000000
1725892,0,0.000000,0.000000
1728218,0,0.000000,0.000000
1730544,0,0.000000,0.000000
1732870,0,0.000000,0.000000
1735196,0,0.000000,0.000000
1737522,0,0.000000,0.000000
1739848,0,0.000000,0.000000
1742174,0,0.000000,0.000000
1744500,0,0.000000,0.000000
1746826,0,0.000000,0.000000
1749152,0,0.000000,0.000000
1751478,0,0.000000,0.000000
1753804,0,0.000000,0.000000
1756130,0,0.000000,0.000000
1758456,0,0.000000,0.000000
1760782,0,0.000000,0.000000
1763108,0,0.000000,0.000000
1765434,0,0.000000,0.000000
1767760,0,0.000000,0.000000
1770086,0,0.000000,0.000000
1772412,0,0.000000,0.000000
1774738,0,0.000000,0.000000
1777064,0,0.000000,0.000000
1779390,0,0.000000,0.000000
1781716,0,0.000000,0.000000
1784042,0,0.000000,0.000000
1786368,0,0.000000,0.000000
1788694,0,0.000000,0.000000
1791020,0,0.000000,0.000000
1793346,0,0.000000,0.000000
1795672,0,0.000000,0.000000
1797998,0,0.000000,0.000000
1800324,0,0.000000,0.000000
1802650,0,0.000000,0.000000
1804976,0,0.000000,0.000000
1807302,0,0.000000,0.000000
1809628,0,0.000000,0.000000
1811954,0,0.000000,0.000000
1814280,0,0.000000,0.000000
1816606,0,0.000000,0.000000
1818932,0,0.000000,0.000000
1821258,0,0.000000,0.000000
1823584,0,0.000000,0.000000
1825910,0,0.000000,0.000000
1828236,0,0.000000,0.000000
1830562,0,0.000000,0.000000
1832888,0,0.000000,0.000000
1835214,0,0.000000,0.000000
1837540,0,0.000000,0.000000
1839866,0,0.000000,0.000000
1842192,0,0.000000,0.000000
1844518,0,0.000000,0.000000
1846844,0,0.000000,0.000000
1849170,0,0.000000,0.000000
1851496,0,0.000000,0.000000
1853822,0,0.000000,0.000000
1856148,0,0.000000,0.000000
1858474,0,0.000000,0.000000
1860800,0,0.000000,0.000000
1863126,0,0.000000,0.000000
1865452,0,0.000000,0.000000
1867778,0,0.000000,0.000000
1870104,0,0.000000,0.000000
1872430,0,0.000000,0.000000
1874756,0,0.000000,0.000000
1877082,0,0.000000,0.000000
1879408,0,0.000000,0.000000
1881734,0,0.000000,0.000000
1884060,0,0.000000,0.000000
1886386,0,0.000000,0.000000
1888712,0,0.000000,0.000000
1891038,0,0.000000,0.000000
1893364,0,0.000000,0.000000
1895690,0,0.000000,0.000000
1898016,0,0.000000,0.000000
1900342,0,0.000000,0.000000
1902668,0,0.000000,0.000000
1904994,0,0.000000,0.000000
1907320,0,0.000000,0.000000
1909646,0,0.000000,0.000000
1911972,0,0.000000,0.000000
1914298,0,0.000000,0.000000
1916624,0,0.000000,0.000000
1918950,0,0.000000,0.000000
1921276,0,0.000000,0.000000
1923602,0,0.000000,0.000000
1925928,0,0.000000,0.000000
1928254,0,0.000000,0.000000
1930580,0,0.000000,0.000000
1932906,0,0.000000,0.000000
1935232,0,0.000000,0.000000
1937558,0,0.000000,0.000000
1939884,0,0.000000,0.000000
1942210,0,0.000000,0.000000
1944536,0,0.000000,0.000000
1946862,0,0.000000,0.000000
1949188,0,0.000000,0.000000
1951514,0,0.000000,0.000000
1953840,0,0.000000,0.000000
1956166,0,0.000000,0.000000
1958492,0,0.000000,0.000000
1960818,0,0.000000,0.000000
1963144,0,0.000000,0.000000
1965470,0,0.000000,0.000000
1967796,0,0.000000,0.000000
1970122,0,0.000000,0.000000
1972448,0,0.000000,0.000000
1974774,0,0.000000,0.000000
1977100,0,0.000000,0.000000
1979426,0,0.000000,0.000000
1981752,0,0.000000,0.000000
1984078,0,0.000000,0.000000
1986404,0,0.000000,0.000000
1988730,0,0.000000,0.000000
1991056,0,0.000000,0.000000
1993382,0,0.000000,0.000000
1995708,0,0.000000,0.000000
1998034,0,0.000000,0.000000
2000360,0,0.000000,0.000000
2002686,0,0.000000,0.000000
2005012,0,0.000000,0.000000
2007338,0,0.000000,0.000000
2009664,0,0.000000,0.000000
2011990,0,0.000000,0.000000
2014316,0,0.000000,0.000000
2016642,0,0.000000,0.000000
2018968,0,0.000000,0.000000
2021294,0,0.000000,0.000000
2023620,0,0.000000,0.000000
2025946,0,0.000000,0.000000
2028272,0,0.000000,0.000000
2030598,0,0.000000,0.000000
2032924,0,0.000000,0.000000
2035250,0,0.000000,0.000000
2037576,0,0.000000,0.000000
2039902,0,0.000000,0.000000
2042228,0,0.000000,0.000000
2044554,0,0.000000,0.000000
2046880,0,0.000000,0.000000
2049206,0,0.000000,0.000000
2051532,0,0.000000,0.000000
2053858,0,0.000000,0.000000
2056184,0,0.000000,0.000000
2058510,0,0.000000,0.000000
2060836,0,0.000000,0.000000
2063162,0,0.000000,0.000000
2065488,0,0.000000,0.000000
2067814,0,0.000000,0.000000
2070140,0,0.000000,0.000000
2072466,0,0.000000,0.000000
2074792,0,0.000000,0.000000
2077118,0,0.000000,0.000000
2079444,0,0.000000,0.000000
2081770,0,0.000000,0.000000
